ACCESSION_NUMBER,INFOTABLE_SK,NAMEOFISSUER,TITLEOFCLASS,CUSIP,FIGI,VALUE,SSHPRNAMT,SSHPRNAMTTYPE,PUTCALL,INVESTMENTDISCRETION,OTHERMANAGER,VOTING_AUTH_SOLE,VOTING_AUTH_SHARED,VOTING_AUTH_NONE,FILINGMANAGER_NAME,REPORTCALENDARORQUARTER,DATEREPORTED
0000844150-25-000002,109189277,APPLE INC,COM,037833100,BBG001S5N8V8,7043814,28128,SH,,DFND,,28128,0,0,NatWest Group plc,31-DEC-2024,
0000844150-25-000002,109189278,APPLE INC,COM,037833100,BBG001S5N8V8,29089538,116163,SH,,DFND,4,116163,0,0,NatWest Group plc,31-DEC-2024,
0000929638-25-000460,109289444,APPLE INC,COM,037833100,,79984148,319400,SH,,DFND,1,319400,0,0,National Mutual Insurance Federation of Agricultural Cooperatives,31-DEC-2024,
0001608046-25-000001,109598196,APPLE INC,COM,037833100,,6784988663,27094436,SH,,SOLE,,27094436,0,0,National Pension Service,31-DEC-2024,
0001977723-25-000001,110520144,APPLE INC,COM,037833100,,2694220,10759,SH,,SOLE,,0,0,10759,"National Wealth Management Group, LLC",31-DEC-2024,
0002011081-25-000003,111778690,APPLE INC,COM,037833100,,3081669,12306,SH,,SOLE,,12306,0,0,Nationale-Nederlanden Powszechne Towarzystwo Emerytalne S.A.,31-DEC-2024,
0001667731-25-000117,109269227,APPLE INC,COM,037833100,,8679614,34660,SH,,SOLE,,0,0,34660,"NavPoint Financial, Inc.",31-DEC-2024,
0001085146-25-001737,111802724,APPLE INC,COM,037833100,BBG001S5N8V8,25797524,103017,SH,,SOLE,,0,0,103017,"Navalign, LLC",31-DEC-2024,
0002056100-25-000001,111707837,APPLE INC,COM,037833100,,2493,9959,SH,,SOLE,,0,0,9959,"Navigoe, LLC",31-DEC-2024,
0001951757-25-000085,108978979,APPLE INC,COM,037833100,,597753,2387,SH,,SOLE,,0,0,2387,"Navis Wealth Advisors, LLC",31-DEC-2024,
0001951757-25-000201,109851406,APPLE INC,COM,037833100,,30498209,121788,SH,,SOLE,,85107,0,36681,"Naviter Wealth, LLC",31-DEC-2024,
0001915842-25-000005,111270128,Apple Inc.,COM,037833100,,57847020,231000,SH,,SOLE,,231000,0,0,"Nearwater Capital Markets, Ltd",31-DEC-2024,
0001085146-25-000793,109606769,APPLE INC,COM,037833100,BBG001S5N8V8,25025841,99935,SH,,SOLE,,99729,0,206,"Nelson Capital Management, LLC",31-DEC-2024,
0001982273-25-000001,110175703,APPLE INCORPORATED,COM,037833100,,51578273,205967,SH,,SOLE,0,0,0,205967,Nemes Rush Group LLC,31-DEC-2024,
0001727783-25-000003,111777125,APPLE HOSPITALIT,Stock,03784Y200,,433,28233,SH,,SOLE,,28233,0,0,Neo Ivy Capital Management,31-DEC-2024,
0001727783-25-000003,111777303,APPLE INC,Stock,037833100,,5333,21297,SH,,SOLE,,21297,0,0,Neo Ivy Capital Management,31-DEC-2024,
0001754960-25-000114,109916442,APPLE INC,COM,037833100,,2903272,11594,SH,,SOLE,,0,0,11594,Net Worth Advisory Group,31-DEC-2024,
0001754960-25-000048,108928157,APPLE INC,COM,037833100,,19301517,77077,SH,,SOLE,,0,0,77077,"Neumann Capital Management, LLC",31-DEC-2024,
0001855205-25-000012,110199414,"Apple Hospitality REIT, Inc.",COM NEW,03784Y200,,3053376,198917,SH,,SOLE,,198917,0,0,"New Age Alpha Advisors, LLC",31-DEC-2024,
0001855205-25-000012,110199415,"Apple, Inc.",COM,037833100,,56554101,225837,SH,,SOLE,,225420,0,417,"New Age Alpha Advisors, LLC",31-DEC-2024,
0001855205-25-000011,110162651,"Apple Hospitality REIT, Inc.",COM NEW,03784Y200,,3053376,198917,SH,,SOLE,,198917,0,0,"New Age Alpha Advisors, LLC",31-DEC-2024,
0001855205-25-000011,110162652,"Apple, Inc.",COM,037833100,,56554101,225837,SH,,SOLE,,225420,0,417,"New Age Alpha Advisors, LLC",31-DEC-2024,
0001696731-25-000001,109010595,APPLE INC,COM,037833100,,20689924,82621,SH,,SOLE,0,0,0,82621,New Capital Management LP,31-DEC-2024,
0001667731-25-000045,109032150,APPLE INC,COM,037833100,,6936409,28503,SH,,SOLE,,0,0,28503,"New Century Financial Group, LLC",31-DEC-2024,
0001214659-25-002096,109891763,APPLE INC,COM,037833100,,4434180,17582,SH,,SOLE,,17582,0,0,"New Covenant Trust Company, N.A.",31-DEC-2024,
0001964652-25-000001,109534865,APPLE INC,COM,037833100,,1899647,7586,SH,,SOLE,,0,0,7586,New England Capital Financial Advisors LLC,31-DEC-2024,
0001085146-25-000718,109543767,APPLE INC,COM,037833100,BBG001S5N8V8,1271994,5079,SH,,SOLE,,5079,0,0,New England Professional Planning Group Inc.,31-DEC-2024,
0001596077-25-000001,108795068,Apple Computer,CS,037833100,,8970,35820,SH,,SOLE,,35820,0,0,"New England Research & Management, Inc.",31-DEC-2024,
0001961742-25-000001,108857231,Apple Inc,Equities,037833100,,372875,1489,SH,,DFND,,1489,0,0,New Hampshire Trust,31-DEC-2024,
0001961742-25-000001,108857232,Apple Inc,Equities,037833100,,158265,632,SH,,DFND,1,632,0,0,New Hampshire Trust,31-DEC-2024,
0001961742-25-000001,108857233,Apple Inc,Equities,037833100,,31357592,125220,SH,,SOLE,,125220,0,0,New Hampshire Trust,31-DEC-2024,
0001172661-25-000254,108765842,APPLE INC,COM,037833100,,375630,1500,SH,Put,SOLE,,1500,0,0,"New Harbor Financial Group, LLC",31-DEC-2024,
0001172661-25-000254,108765843,APPLE INC,COM,037833100,,513862,2052,SH,,SOLE,,2052,0,0,"New Harbor Financial Group, LLC",31-DEC-2024,
0001667731-25-000218,110014104,APPLE INC,COM,037833100,,4602241,18378,SH,,SOLE,,0,0,18378,New Insight Wealth Advisors,31-DEC-2024,
0001085146-25-000662,109279330,APPLE INC,COM,037833100,BBG001S5N8V8,2488173,9936,SH,,SOLE,,9936,0,0,New Jersey Better Educational Savings Trust,31-DEC-2024,
0001909654-25-000001,109211899,APPLE INC,COM,037833100,,13987809,55857,SH,,SOLE,,0,0,55857,New Millennium Group LLC,31-DEC-2024,
0001909565-25-000001,108992666,APPLE INC,COM,037833100,,3181483,12705,SH,,SOLE,,12705,0,0,"New Perspectives, Inc",31-DEC-2024,
0001398344-25-001346,109397167,APPLE INC,COM,037833100,,7375268,29452,SH,,SOLE,,0,0,29452,"New Republic Capital, LLC",31-DEC-2024,
0001951757-25-000181,109625576,APPLE INC,COM,037833100,,6570698,26239,SH,,DFND,1,0,0,26239,New World Advisors LLC,31-DEC-2024,
0001213900-25-013610,111245083,PUT 1 APPLE INC,Listed Options,037833950,,65270,156,SH,,SOLE,,0,0,156,"NewEdge Advisors, LLC",31-DEC-2024,
0001213900-25-013610,111243325,APPLE HOSPITALITY,Common Stock,03784Y200,,9406,613,SH,,SOLE,,0,0,613,"NewEdge Advisors, LLC",31-DEC-2024,
0001213900-25-013610,111241797,APPLE INC,COM,037833100,,604794382,2415121,SH,,SOLE,,53338,0,2361783,"NewEdge Advisors, LLC",31-DEC-2024,
0001580642-25-000776,109629641,APPLE INC,COM,037833100,,284233945,1135029,SH,,SOLE,,13270,0,1121759,"NewEdge Wealth, LLC",31-DEC-2024,
0001845012-25-000001,111445424,APPLE INC,Stock,037833100,BBG000B9XRY4,3130250,12500,SH,Put,SOLE,,12500,0,0,NewGen Asset Management Ltd,31-DEC-2024,
0001845012-25-000001,111445425,APPLE INC,Stock,037833100,BBG000B9XRY4,3130250,12500,SH,,SOLE,,12500,0,0,NewGen Asset Management Ltd,31-DEC-2024,
0001546989-25-000001,109846947,APPLE INC,Stock,037833100,,11567465,46192,SH,,SOLE,0,46192,0,0,NewSquare Capital LLC,31-DEC-2024,
0001883134-25-000002,109142865,APPLE INC,COM,037833100,,20307987,81096,SH,,SOLE,NONE,0,0,81096,"Newbridge Financial Services Group, Inc.",31-DEC-2024,
0000902664-25-000980,110973505,APPLE INC,COM,037833100,,62348320,248975,SH,,SOLE,,248975,0,0,Newlands Management Operations LLC,31-DEC-2024,
0001566493-25-000001,109376467,"Apple, Inc",COM,037833100,,18047208,72068,SH,,SOLE,,72068,0,0,"Newman Dignan & Sheerar, Inc.",31-DEC-2024,
0001085146-25-000616,109426765,APPLE INC,COM,037833100,BBG001S5N8V8,1748732,6982,SH,,SOLE,,0,0,6982,"Newport Capital Group, LLC",31-DEC-2024,
0001842787-25-000001,109130860,APPLE INC,COM,037833100,,2610086,10423,SH,,SOLE,,0,0,10423,Newton One Investments LLC,31-DEC-2024,
0001437749-25-003355,110593086,APPLE INC,COM,037833100,,11155267,44546,SH,,SOLE,,0,0,44546,Next Capital Management LLC,31-DEC-2024,
0001951757-25-000105,109069158,APPLE INC,COM,037833100,,7986413,31892,SH,,SOLE,,0,0,31892,Next Level Private LLC,31-DEC-2024,
0001667731-25-000183,109348656,APPLE INC,COM,037833100,,2153013,8597,SH,,SOLE,,0,0,8597,"Next Level Wealth Planning, LLC",31-DEC-2024,
0001398344-25-001497,109381013,APPLE INC COM,Stock,037833100,,28894526,115384,SH,,SOLE,,115384,0,0,"Nicholas Hoffman & Company, LLC.",31-DEC-2024,
0001085146-25-001550,111628968,APPLE INC,COM,037833100,BBG001S5N8V8,5219504,20843,SH,,SOLE,,20843,0,0,"Nicholas Investment Partners, LP",31-DEC-2024,
0001765380-25-000030,109637921,APPLE INC,COM,037833100,,2493810,9959,SH,,SOLE,0,0,0,9959,"Nicholson Wealth Management Group, LLC",31-DEC-2024,
0001729048-25-000001,110526309,Apple Computer,COM,037833100,,20340,81225,SH,,SOLE,,81225,0,0,"Nicollet Investment Management, Inc.",31-DEC-2024,
0001140361-25-003755,110351252,APPLE INC,COM,037833100,BBG000B9XRY4,27033106,107964,SH,,SOLE,"1,2",0,0,107964,"Nikko Asset Management Americas, Inc.",31-DEC-2024,
0001729847-25-000001,108964797,APPLE INC,COM,037833100,,19364876,77330,SH,,SOLE,0,0,0,77330,"Nikulski Financial, Inc.",31-DEC-2024,
0001913043-25-000001,108756950,APPLE INC,COM,037833100,,53864723,215098,SH,,SOLE,,0,0,215098,"Nilsine Partners, LLC",31-DEC-2024,
0001715635-25-000001,110682403,APPLE INC,COM,037833100,,1380065,5511,SH,,SOLE,,5511,0,0,Ninepoint Partners LP,31-DEC-2024,
0001140361-25-001958,109270586,APPLE INC,Common Stock,037833100,,11390104,45484,SH,,SOLE,,45484,0,0,Ninety One SA (PTY) Ltd,31-DEC-2024,
0001140361-25-001955,109180639,APPLE INC,Common Stock,037833100,,660515305,2637630,SH,,SOLE,,869365,0,1768265,Ninety One UK Ltd,31-DEC-2024,
0001172661-25-000863,111071803,APPLE INC,COM,037833100,,98259800,392380,SH,,SOLE,,0,0,392380,"Nippon Life Global Investors Americas, Inc.",31-DEC-2024,
0002055065-25-000001,109687927,APPLE INC COM,Stock,037833100,,2022642,8077,SH,,SOLE,0,8077,0,0,Noble Wealth Management PBC,31-DEC-2024,
0001214659-25-002839,111315261,MAUI LD & PINEAPPLE INC,COM,577345101,,2006115,91270,SH,,SOLE,,91270,0,0,"Nokomis Capital, L.L.C.",31-DEC-2024,
0001962713-25-000002,109766166,APPLE INC,COM,037833100,,1999604,7985,SH,,SOLE,,0,0,7985,"Nordwand Advisors, LLC",31-DEC-2024,
0000905148-25-000529,110201707,APPLE INC,COM,037833100,,183222047,731659,SH,,DFND,1,731659,0,0,"Norinchukin Bank, The",31-DEC-2024,
0001352449-25-000001,108628556,Apple Inc,COM,037833100,,35114,140222,SH,,SOLE,,0,0,140222,"Norman Fields, Gottscho Capital Management, LLC",31-DEC-2024,
0002055134-25-000002,110526442,APPLE INC,COM,037833100,,3137512,12529,SH,,SOLE,0,180,0,12349,North Forty Two & Co.,31-DEC-2024,
0001745796-25-000001,109220397,APPLE,COM,037833100,,9253,37000,SH,,SOLE,0,37000,0,0,North Growth Management Ltd.,31-DEC-2024,
0001062993-25-001923,110001682,APPLE INC,Stock,037833100,,63353510,252989,SH,,SOLE,,21300,0,231689,North Star Investment Management Corp.,31-DEC-2024,
0001214659-25-000409,108631423,APPLE INC,COM,037833100,,108623094,466193,SH,,SOLE,,17788,0,448405,"NorthCrest Asset Manangement, LLC",31-DEC-2024,
0001214659-25-000409,108631425,APPLE HOSPITALITY REIT INC,COM NEW,03784Y200,,176166,11863,SH,,SOLE,,0,0,11863,"NorthCrest Asset Manangement, LLC",31-DEC-2024,
0001655982-25-000002,108897675,APPLE INC,COM,037833100,,531485,2122,SH,,SOLE,0,2122,0,0,"NorthLanding Financial Partners, LLC",31-DEC-2024,
0001214659-25-002767,111749311,APPLE INC,COM,037833100,,179380709,716319,SH,,SOLE,,0,0,716319,"NorthRock Partners, LLC",31-DEC-2024,
0001214659-25-002767,111749312,APPLE INC,PUT,037833950,,3005040,12000,SH,Put,SOLE,,0,0,12000,"NorthRock Partners, LLC",31-DEC-2024,
0001085146-25-000420,108863002,APPLE INC,COM,037833100,BBG001S5N8V8,7151321,28557,SH,,SOLE,,28557,0,0,NorthStar Asset Management LLC /NJ/,31-DEC-2024,
0001599863-25-000003,111120212,APPLE INC,COM,037833100,,80605357,321881,SH,,SOLE,,0,0,321881,Northeast Financial Consultants Inc,31-DEC-2024,
0001172661-25-000324,109192421,APPLE INC,COM,037833100,,350588,1400,SH,Put,DFND,1,1400,0,0,"Northeast Financial Group, Inc.",31-DEC-2024,
0001172661-25-000324,109192422,APPLE INC,COM,037833100,,2108929,8421,SH,,DFND,1,8421,0,0,"Northeast Financial Group, Inc.",31-DEC-2024,
0001581794-25-000002,110470973,APPLE INC,COM,037833100,,3305106,13198,SH,,SOLE,,0,0,13198,"Northern Capital Management, Inc.",31-DEC-2024,
0001085146-25-000621,109308386,APPLE INC,COM,037833100,BBG001S5N8V8,4669773,18647,SH,,SOLE,,0,0,18647,Northern Financial Advisors Inc,31-DEC-2024,
0001172661-25-000185,108796422,APPLE INC,COM,037833100,,14501746,57910,SH,,SOLE,,57910,0,0,"Northside Capital Management, LLC",31-DEC-2024,
0001951757-25-000009,108897870,APPLE INC,COM,037833100,,8713386,34795,SH,,SOLE,,0,0,34795,"Northstar Advisory Group, LLC",31-DEC-2024,
0001085146-25-000528,109160134,APPLE INC,COM,037833100,BBG001S5N8V8,39448560,157529,SH,,SOLE,,0,0,157529,"Northstar Group, Inc.",31-DEC-2024,
0002033536-25-000001,110580981,APPLE INC,COM,037833100,,78028799,311596,SH,,SOLE,,311596,0,0,Northwest & Ethical Investments L.P.,31-DEC-2024,
0001667731-25-000247,110292735,APPLE INC,COM,037833100,,50084,200,SH,,OTR,,200,0,0,"Northwest Bancshares, Inc.",31-DEC-2024,
0001667731-25-000247,110292736,APPLE INC,COM,037833100,,15945494,63675,SH,,SOLE,,63605,0,70,"Northwest Bancshares, Inc.",31-DEC-2024,
0001936193-25-000002,111783117,APPLE INC,INFORMATION TECHNOLOGY,037833100,,21667691,91298,SH,,SOLE,,91298,0,0,Northwest Bank & Trust Co,31-DEC-2024,
0001580642-25-000734,109526374,APPLE INC,COM,037833100,,10797445,43117,SH,,SOLE,,0,0,43117,Northwest Capital Management Inc,31-DEC-2024,
0002010635-25-000001,109010428,APPLE INC,COM,037833100,BBG001S5N8V8,16173478,64585,SH,,SOLE,,0,0,64585,Northwest Financial Advisors,31-DEC-2024,
0001085146-25-001377,110986814,APPLE INC,COM,037833100,BBG001S5N8V8,4432851,17702,SH,,SOLE,,17702,0,0,"Northwest Quadrant Wealth Management, LLC",31-DEC-2024,
0001692227-25-000001,108711024,Apple Inc.,Com,037833100,,11054040,44142,SH,,SOLE,0,43597,0,545,Norway Savings Bank,31-DEC-2024,
0001692227-25-000001,108711025,Apple Inc.,Com,037833100,,281723,1125,SH,,DFND,0,1125,0,0,Norway Savings Bank,31-DEC-2024,
0002056243-25-000001,111779726,APPLE INC,COM,037833100,,945201,3774,SH,,SOLE,,0,0,3774,"Note Advisors, LLC",31-DEC-2024,
0001494234-25-000007,110105305,APPLE,COM,037833100,,11808555,47155,SH,,SOLE,,47155,0,0,Notis-McConarty Edward,31-DEC-2024,
0001494234-25-000007,110105306,APPLE,COM,037833100,,225378,900,SH,,DFND,13,0,900,0,Notis-McConarty Edward,31-DEC-2024,
0001494234-25-000007,110105307,APPLE,COM,037833100,,65109,260,SH,,DFND,14,0,260,0,Notis-McConarty Edward,31-DEC-2024,
0001729457-25-000001,109324306,APPLE INC,COM,037833100,,8461039,33787,SH,,SOLE,0,0,0,33787,"Nova R Wealth, Inc.",31-DEC-2024,
0001815025-25-000001,109186304,APPLE INC,COM,037833100,,13408083,53542,SH,,SOLE,,0,0,53542,"NovaPoint Capital, LLC",31-DEC-2024,
0002011548-25-000001,111780201,APPLE INCORPORATED,COM,037833100,,9912045,39582,SH,,SOLE,,0,0,39582,"Novak & Powell Financial Services, Inc.",31-DEC-2024,
0000930413-25-000580,110980969,APPLE INC,COM,037833100,,1554411897,6207219,SH,,DFND,5,6155530,0,51688,"Nuveen Asset Management, LLC",31-DEC-2024,
0000930413-25-000580,110980970,APPLE INC,COM,037833100,,11625387895,46423560,SH,,DFND,"3,5",46423560,0,0,"Nuveen Asset Management, LLC",31-DEC-2024,
0000930413-25-000580,110980971,APPLE INC,COM,037833100,,6899255059,27550735,SH,,DFND,"4,5",27498589,0,52146,"Nuveen Asset Management, LLC",31-DEC-2024,
0000930413-25-000580,110980975,APPLE HOSPITALITY REIT INC,COM NEW,03784Y200,,24097581,1569875,SH,,DFND,5,1567126,0,2749,"Nuveen Asset Management, LLC",31-DEC-2024,
0000930413-25-000580,110980976,APPLE HOSPITALITY REIT INC,COM NEW,03784Y200,,14478872,943249,SH,,DFND,"3,5",943249,0,0,"Nuveen Asset Management, LLC",31-DEC-2024,
0000930413-25-000580,110980977,APPLE HOSPITALITY REIT INC,COM NEW,03784Y200,,20612978,1342865,SH,,DFND,"4,5",1342865,0,0,"Nuveen Asset Management, LLC",31-DEC-2024,
0000930413-25-000580,110983505,MAUI LD & PINEAPPLE INC,COM,577345101,BBG000BB52X6,226680,10313,SH,,DFND,"4,5",10313,0,0,"Nuveen Asset Management, LLC",31-DEC-2024,
0001085146-25-000413,109036396,APPLE INC,COM,037833100,BBG001S5N8V8,8887732,35491,SH,,SOLE,,0,0,35491,"Nvest Financial, LLC",31-DEC-2024,
0001768635-25-000001,109460168,Apple Computer Inc Com,COM,037833100,,11951544,47726,SH,,SOLE,,46057,0,1669,O'Brien Greene & Co. Inc,31-DEC-2024,
0001768635-25-000001,109460169,Apple Computer Inc Com,COM,037833100,,2862301,11430,SH,,OTR,,5200,0,6230,O'Brien Greene & Co. Inc,31-DEC-2024,
0001580642-25-000536,109226113,APPLE INC,COM,037833100,,15285256,61038,SH,,SOLE,,61038,0,0,O'Brien Wealth Partners LLC,31-DEC-2024,
0001973783-25-000001,108629468,APPLE INC COM,Stock,037833100,,896003,3578,SH,,SOLE,,3578,0,0,O'Connor Financial Group LLC,31-DEC-2024,
0001742569-25-000001,110040174,APPLE INC,COM,037833100,,23076055,92149,SH,,SOLE,,0,0,92149,"O'Dell Group, LLC",31-DEC-2024,
0001780565-25-000001,108933929,APPLE INC,COM,037833100,,1300649,5194,SH,,SOLE,0,0,0,5194,"O'Keefe Stevens Advisory, Inc.",31-DEC-2024,
0001861159-25-000001,109538879,Apple Inc,COM,037833100,,548,2190,SH,,SOLE,,2190,0,0,"O'Neil Global Advisors, Inc.",31-DEC-2024,
0001911468-25-000001,110938371,APPLE INC,COM,037833100,,20849220,83257,SH,,SOLE,,0,0,83257,"O'ROURKE & COMPANY, Inc",31-DEC-2024,
0001423442-25-000001,110703489,APPLE HOSPITALITY REIT INC,COM NEW,03784Y200,BBG006473QX9,198921,12959,SH,,SOLE,,12959,0,0,"O'SHAUGHNESSY ASSET MANAGEMENT, LLC",31-DEC-2024,
0001423442-25-000001,110703490,APPLE INC,COM,037833100,BBG000B9XRY4,418335625,1670536,SH,,SOLE,,1670536,0,0,"O'SHAUGHNESSY ASSET MANAGEMENT, LLC",31-DEC-2024,
0000950123-25-001955,110831625,Apple Inc.,COM,037833100,,28270915,112894,SH,,SOLE,,112894,0,0,OAK ASSOCIATES LTD /OH/,31-DEC-2024,
0001846161-25-000001,109237492,APPLE INC COM,Stock,037833100,,4619579,18447,SH,,SOLE,0,160,0,18287,"OAK FAMILY ADVISORS, LLC",31-DEC-2024,
0001846161-25-000001,109237493,APPLE INC COM,Stock,037833100,,500840,2000,SH,Put,SOLE,0,0,0,2000,"OAK FAMILY ADVISORS, LLC",31-DEC-2024,
0001846161-25-000001,109237494,APPLE INC COM,Stock,037833100,,25042,100,SH,Put,SOLE,0,0,0,100,"OAK FAMILY ADVISORS, LLC",31-DEC-2024,
0001398344-25-002145,109686765,APPLE INC,COM,037833100,,14823612,59195,SH,,SOLE,,0,0,59195,"OAK HARBOR WEALTH PARTNERS, LLC",31-DEC-2024,
0001085146-25-000868,109701425,APPLE INC,COM,037833100,BBG001S5N8V8,14527107,58011,SH,,SOLE,,38671,0,19340,"OAK HILL WEALTH ADVISORS, LLC",31-DEC-2024,
0001172661-25-000200,109046835,APPLE INC,COM,037833100,,127917791,510813,SH,,SOLE,,403499,0,107314,OAK RIDGE INVESTMENTS LLC,31-DEC-2024,
0001081198-25-000007,110271148,APPLE INC,COM,037833100,,48931317,195397,SH,,SOLE,,195397,0,0,OAKMONT Corp,31-DEC-2024,
0001569667-25-000001,110699858,APPLE INC COM,Stock,037833100,,10175698,40635,SH,,SOLE,0,34475,0,6158,"OARSMAN CAPITAL, INC.",31-DEC-2024,
0001213900-25-013939,111085842,"Apple, Inc.",COM,037833100,,811994,3243,SH,,SOLE,,120,0,3123,OBERWEIS ASSET MANAGEMENT INC/,31-DEC-2024,
0001132716-25-000004,111193020,APPLE INC,COM,037833100,,6305576,25180,SH,,DFND,,25180,0,0,"OCONNOR, A Distinct Business Unit of UBS ASSET MANAGEMENT AMERICAS (LLC)",31-DEC-2024,
0001178913-25-000431,110455859,APPLE INC,COM,037833100,BBG000B9XRY4,32622213,130270,SH,,SOLE,,130270,0,0,ODDO BHF ASSET MANAGEMENT SAS,31-DEC-2024,
0001085146-25-000450,109232539,APPLE INC,COM,037833100,BBG001S5N8V8,7907607,35003,SH,,SOLE,,0,0,35003,"ODonnell Financial Services, LLC",31-DEC-2024,
0002052590-25-000001,109167029,APPLE INC,COM,037833100,,20828113,83173,SH,,SOLE,,0,0,83173,"OFC FINANCIAL PLANNING, LLC",31-DEC-2024,
0001977602-25-000002,109770229,APPLE INC,COM,037833100,,240894913,996097,SH,,SOLE,0,240894913,0,0,OFI INVEST ASSET MANAGEMENT,31-DEC-2024,
0000897101-25-000093,110089915,Apple Inc.,COM,037833100,,5690795,22725,SH,,SOLE,,22725,0,0,OKABENA INVESTMENT SERVICES INC,31-DEC-2024,
0000950123-25-000528,109221087,APPLE INC,COM,037833100,,127965371,511003,SH,,SOLE,,502401,0,8602,OLD NATIONAL BANCORP /IN/,31-DEC-2024,
0000950123-25-000528,109221088,APPLE INC,COM,037833100,,27038348,107972,SH,,OTR,,105632,2340,0,OLD NATIONAL BANCORP /IN/,31-DEC-2024,
0001102256-25-000001,110360194,APPLE INC,Com,037833100,,12140362,48480,SH,,SOLE,0,47980,0,500,OLD POINT TRUST & FINANCIAL SERVICES N A,31-DEC-2024,
0001102256-25-000001,110360195,APPLE INC,Com,037833100,,262440,1048,SH,,DFND,0,1048,0,0,OLD POINT TRUST & FINANCIAL SERVICES N A,31-DEC-2024,
0000903783-25-000001,109209218,Apple Computer Inc,Com,037833100,,13829445,55225,SH,,SOLE,0,55225,0,0,OLD SECOND NATIONAL BANK OF AURORA,31-DEC-2024,
0000903783-25-000001,109209219,Apple Computer Inc,Com,037833100,,679640,2714,SH,,DFND,0,2714,0,0,OLD SECOND NATIONAL BANK OF AURORA,31-DEC-2024,
0001085146-25-000386,108882098,APPLE INC,COM,037833100,BBG001S5N8V8,2124771,8485,SH,,SOLE,,0,0,8485,OLIO Financial Planning,31-DEC-2024,
0002011188-25-000006,109219618,APPLE INC,COM,037833100,,34518,137841,SH,,SOLE,0,0,0,137841,OMC Financial Services LTD,31-DEC-2024,
0001062993-25-002466,111133083,APPLE INC,COM,037833100,,520747138,2079495,SH,,SOLE,,2079495,0,0,OMERS ADMINISTRATION Corp,31-DEC-2024,
0001667731-25-000273,111760830,APPLE INC,COM,037833100,,4360430,17412,SH,,SOLE,,0,0,17412,"OMNI 360 Wealth, Inc.",31-DEC-2024,
0001085146-25-000340,109068645,APPLE INC,COM,037833100,,317032,1266,SH,,SOLE,,0,0,1266,"ONE Advisory Partners, LLC",31-DEC-2024,
0001860132-25-000002,109337602,APPLE INC,COM,037833100,,3413976,13633,SH,,SOLE,,0,0,13633,"ONE PLUS ONE WEALTH MANAGEMENT, LLC",31-DEC-2024,
0002050308-25-000001,108710899,APPLE INC,COM,037833100,,2451760,9791,SH,,SOLE,0,0,0,9791,"ONE WEALTH CAPITAL MANAGEMENT, LLC",31-DEC-2024,
0001818014-25-000001,109785092,APPLE INC,COM,037833100,,10272729,41022,SH,,SOLE,,41022,0,0,"ONEFUND, LLC",31-DEC-2024,
0001839882-25-008944,111141266,APPLE INC,COM,037833100,,726969,2903,SH,,SOLE,,2903,0,0,ONTARIO TEACHERS PENSION PLAN BOARD,31-DEC-2024,
0001420506-25-000061,109215952,APPLE INC,COM,037833100,,11072133,44214,SH,,SOLE,,0,0,44214,"OPINICUS CAPITAL, INC.",31-DEC-2024,
0001085146-25-000778,109634614,MAUI LD & PINEAPPLE INC,COM,577345101,BBG001S5T7D4,4324895,196765,SH,,SOLE,,193264,0,3501,OPPENHEIMER & CO INC,31-DEC-2024,
0001085146-25-000778,109633784,APPLE HOSPITALITY REIT INC,COM NEW,03784Y200,BBG006473QY8,274305,17870,SH,,SOLE,,17870,0,0,OPPENHEIMER & CO INC,31-DEC-2024,
0001085146-25-000778,109633785,APPLE INC,COM,037833100,BBG001S5N8V8,274376429,1095665,SH,,SOLE,,1095665,0,0,OPPENHEIMER & CO INC,31-DEC-2024,
0001085146-25-000777,109528738,APPLE INC,COM,037833100,BBG001S5N8V8,5602396,22372,SH,,OTR,2,0,22372,0,OPPENHEIMER ASSET MANAGEMENT INC.,31-DEC-2024,
0001085146-25-000777,109528739,APPLE INC,COM,037833100,BBG001S5N8V8,993416,3967,SH,,OTR,28,0,3967,0,OPPENHEIMER ASSET MANAGEMENT INC.,31-DEC-2024,
0001085146-25-000777,109528740,APPLE INC,COM,037833100,BBG001S5N8V8,14893229,59473,SH,,OTR,40,0,59473,0,OPPENHEIMER ASSET MANAGEMENT INC.,31-DEC-2024,
0001085146-25-000777,109528741,APPLE INC,COM,037833100,BBG001S5N8V8,1541085,6154,SH,,OTR,95,0,6154,0,OPPENHEIMER ASSET MANAGEMENT INC.,31-DEC-2024,
0001085146-25-000777,109528742,APPLE INC,COM,037833100,BBG001S5N8V8,11421406,45609,SH,,OTR,18,0,45609,0,OPPENHEIMER ASSET MANAGEMENT INC.,31-DEC-2024,
0001085146-25-000777,109528743,APPLE INC,COM,037833100,BBG001S5N8V8,577719,2307,SH,,OTR,31,0,2307,0,OPPENHEIMER ASSET MANAGEMENT INC.,31-DEC-2024,
0001085146-25-000777,109528744,APPLE INC,COM,037833100,BBG001S5N8V8,24266700,96904,SH,,OTR,92,0,96904,0,OPPENHEIMER ASSET MANAGEMENT INC.,31-DEC-2024,
0001085146-25-000777,109528745,APPLE INC,COM,037833100,BBG001S5N8V8,347333,1387,SH,,OTR,38,0,1387,0,OPPENHEIMER ASSET MANAGEMENT INC.,31-DEC-2024,
