,microsoft,amazon,apple,palo_alto,salesforce,meta,advanced_micro,google,Q
Clare Market Investments LLC,0.27622067827940566,0.22916525119068887,0.4946140705299055,0.0,0.0,0.0,0.0,0.0,0.0458712407487727
Close Asset Management Ltd,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0488374254290465
"Colorado Capital Management, Inc.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08340986349026727
"Community Bank & Trust, Waco, Texas",0.2647586393183118,0.0,0.7352413606816882,0.0,0.0,0.0,0.0,0.0,0.06612364445965689
"Crossmark Global Holdings, Inc.",0.6766573146584667,0.32334268534153326,0.0,0.0,0.0,0.0,0.0,0.0,0.027101929378025417
Dixon Mitchell Investment Counsel Inc.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0488374254290465
E. Ohman J:or Asset Management AB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0488374254290465
EVERENCE CAPITAL MANAGEMENT INC,0.7142155510384425,0.28578444896155747,0.0,0.0,0.0,0.0,0.0,0.0,0.027101929378025417
"Eagle Capital Management, LLC",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08340986349026727
"Endurance Wealth Management, Inc.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08340986349026727
Erste Asset Management GmbH,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0488374254290465
Estabrook Capital Management,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0488374254290465
FRONT BARNETT ASSOCIATES LLC,0.0,0.5383997394593534,0.0,0.0,0.4616002605406466,0.0,0.0,0.0,0.0066191924169960795
Farmers & Merchants Trust Co of Chambersburg PA,0.4862231911920863,0.15903863816282604,0.35473817064508767,0.0,0.0,0.0,0.0,0.0,0.0458712407487727
"Financial Connections Group, Inc.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.06932869421931306
"First Fiduciary Investment Counsel, Inc.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0488374254290465
"Frisch Financial Group, Inc.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06612364445965689
GFI Investment Counsel Ltd.,0.5057312272383565,0.0,0.49426877276164344,0.0,0.0,0.0,0.0,0.0,0.06612364445965689
Gifford Fong Associates,0.23073299305563993,0.19727221083785373,0.44668001528687457,0.0,0.0,0.0,0.12531478081963168,0.0,0.05009094286356219
"Glen Eagle Advisors, LLC",0.47811870728922456,0.15028149891989334,0.371599793790882,0.0,0.0,0.0,0.0,0.0,0.0458712407487727
"Global Financial Private Client, LLC",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08340986349026727
Grandview Asset Management LLC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08340986349026727
Grassi Investment Management,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0488374254290465
Greenwich Wealth Management LLC,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08340986349026727
Gulf International Bank (UK) Ltd,0.6833201179528554,0.26472237167320367,0.0,0.0,0.0,0.0,0.05195751037394089,0.0,0.038984635987993836
HALL LAURIE J TRUSTEE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0488374254290465
"HANTZ FINANCIAL SERVICES, INC.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0488374254290465
HENDLEY & CO INC,0.48241335386359074,0.0,0.5175866461364093,0.0,0.0,0.0,0.0,0.0,0.06612364445965689
HERITAGE INVESTORS MANAGEMENT CORP,0.270697690040464,0.0892213983551482,0.3768587211214445,0.1703044301694287,0.09291776031351459,0.0,0.0,0.0,0.050703743621614894
HUNTER ASSOCIATES INVESTMENT MANAGEMENT LLC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0488374254290465
Handelsbanken Fonder AB,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05334776660080619
Hanson & Doremus Investment Management,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0488374254290465
Hayek Kallen Investment Management,0.4277317168753438,0.0,0.5722682831246562,0.0,0.0,0.0,0.0,0.0,0.06612364445965689
Hemington Wealth Management,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0074007168609318
Hudson Canyon Capital Management,0.4639259606263345,0.0,0.5360740393736655,0.0,0.0,0.0,0.0,0.0,0.012885020357281653
"Independent Solutions Wealth Management, LLC",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08340986349026727
"Iyo Bank, Ltd.",0.5031344354362622,0.0,0.3071227397800531,0.0,0.1897428247836847,0.0,0.0,0.0,-0.09801248084003096
JACOBS & CO/CA,0.32184885594777907,0.16403146045581363,0.5141196835964073,0.0,0.0,0.0,0.0,0.0,0.0458712407487727
"Jarislowsky, Fraser Ltd",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0488374254290465
King Wealth,0.5483803521065838,0.0,0.4516196478934162,0.0,0.0,0.0,0.0,0.0,0.06612364445965689
LATHROP INVESTMENT MANAGEMENT CORP,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0488374254290465
LEDERER & ASSOCIATES INVESTMENT COUNSEL/CA,0.4388759887455478,0.0,0.5611240112544521,0.0,0.0,0.0,0.0,0.0,0.01584031585264277
LVM CAPITAL MANAGEMENT LTD/MI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0488374254290465
Lakehouse Capital Pty Ltd,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005366433327004331
"Legacy Wealth Management, LLC / MS",0.5155135449677197,0.0,0.4844864550322803,0.0,0.0,0.0,0.0,0.0,0.06612364445965689
Lesa Sroufe & Co,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0488374254290465
Lester Murray Antman dba SimplyRich,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08340986349026727
Lipe & Dalton,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08340986349026727
Lumina Fund Management LLC,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08340986349026727
MCDANIEL TERRY & CO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0488374254290465
MENLO ADVISORS LLC,0.46467282403487026,0.0,0.5353271759651299,0.0,0.0,0.0,0.0,0.0,0.06612364445965689
MOUNT VERNON ASSOCIATES INC /MD/,0.2855755599183268,0.19429092271272486,0.5201335173689484,0.0,0.0,0.0,0.0,0.0,0.0458712407487727
MSH Capital Advisors LLC,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.06932869421931306
Morton Capital Management LLC/CA,0.4972679128864065,0.0,0.5027320871135936,0.0,0.0,0.0,0.0,0.0,-0.07278459821563546
NEVILLE RODIE & SHAW INC,0.30906692653486856,0.0,0.6909330734651314,0.0,0.0,0.0,0.0,0.0,0.06612364445965689
NEW YORK STATE TEACHERS RETIREMENT SYSTEM,0.4008642920424736,0.15311340473834487,0.4460223032191815,0.0,0.0,0.0,0.0,0.0,0.0458712407487727
NKCFO LLC,0.3561941302045896,0.3862337585706213,0.25757211122478907,0.0,0.0,0.0,0.0,0.0,0.02053485853899421
NORTHSTAR ASSET MANAGEMENT INC,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.019608516658172807
"Nicollet Investment Management, Inc.",0.6500662981690922,0.3499337018309078,0.0,0.0,0.0,0.0,0.0,0.0,0.027101929378025417
"Norman Fields, Gottscho Capital Management, LLC",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08340986349026727
"Old North State Wealth Management, LLC",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14085236316314412
PHILADELPHIA TRUST CO,0.4458548440149494,0.0,0.5541451559850505,0.0,0.0,0.0,0.0,0.0,0.06612364445965689
"PHYSICIANS FINANCIAL SERVICES, INC.",0.5952577767600025,0.40474222323999753,0.0,0.0,0.0,0.0,0.0,0.0,0.027101929378025417
PROFESSIONAL ADVISORY SERVICES INC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0488374254290465
PUBLIC EMPLOYEES RETIREMENT ASSOCIATION OF COLORADO,0.37844926947720464,0.1718716403963446,0.4496790901264508,0.0,0.0,0.0,0.0,0.0,0.0458712407487727
Pensionfund Sabic,0.43611292355804576,0.0,0.5638870764419542,0.0,0.0,0.0,0.0,0.0,0.06612364445965689
"Plotkin Financial Advisors, LLC",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08340986349026727
ROANOKE ASSET MANAGEMENT CORP/ NY,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0488374254290465
ROWLAND & CO INVESTMENT COUNSEL/ADV,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0488374254290465
"Reynders McVeigh Capital Management, LLC",0.38082945477291835,0.0,0.6191705452270815,0.0,0.0,0.0,0.0,0.0,0.06612364445965689
"Riverview Capital Advisers, LLC",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.06932869421931306
S&CO INC,0.4144883876758917,0.0,0.5855116123241084,0.0,0.0,0.0,0.0,0.0,0.06612364445965689
SENTRY INVESTMENT MANAGEMENT LLC,0.4013362404117815,0.15699143650265854,0.44167232308556,0.0,0.0,0.0,0.0,0.0,0.0458712407487727
SHIKIAR ASSET MANAGEMENT INC,0.5332128121170789,0.466787187882921,0.0,0.0,0.0,0.0,0.0,0.0,0.027101929378025417
SILVERLAKE WEALTH MANAGEMENT LLC,0.574185971111276,0.0,0.42581402888872394,0.0,0.0,0.0,0.0,0.0,-0.07278459821563546
SIT INVESTMENT ASSOCIATES INC,0.4818421037942338,0.0,0.5181578962057661,0.0,0.0,0.0,0.0,0.0,0.06612364445965689
SONATA CAPITAL GROUP INC,0.42094769338221705,0.17508740237777548,0.40396490424000736,0.0,0.0,0.0,0.0,0.0,0.0458712407487727
STONEBRIDGE CAPITAL MANAGEMENT INC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0488374254290465
STONERIDGE INVESTMENT PARTNERS LLC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0488374254290465
"Scott & Selber, Inc.",0.4751276693370815,0.24271383970922608,0.0,0.0,0.0,0.0,0.0,0.28215849095369244,0.03421406616798071
South Dakota Investment Council,0.4186022926448728,0.20430499977281294,0.3770927075823142,0.0,0.0,0.0,0.0,0.0,0.0458712407487727
Southland Equity Partners LLC,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0074007168609318
"Sowa Financial Group, Inc.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08340986349026727
"State of Alaska, Department of Revenue",0.3975695038895197,0.1570908389789783,0.44533965713150203,0.0,0.0,0.0,0.0,0.0,0.0458712407487727
Sutton Wealth Advisors Inc.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08340986349026727
"TAGStone Capital, Inc.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14085236316314412
TEACHERS RETIREMENT SYSTEM OF THE STATE OF KENTUCKY,0.4075547767527461,0.21728556681973196,0.37515965642752197,0.0,0.0,0.0,0.0,0.0,0.0458712407487727
THOMAS STORY & SON LLC,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08340986349026727
"THOROUGHBRED FINANCIAL SERVICES, LLC",0.3033978617858656,0.1741154969885007,0.5224866412256337,0.0,0.0,0.0,0.0,0.0,0.0458712407487727
TOWER BRIDGE ADVISORS,0.5299702646098606,0.0,0.47002973539013937,0.0,0.0,0.0,0.0,0.0,0.06612364445965689
TRUST CO OF OKLAHOMA,0.39361275506636,0.0,0.6063872449336399,0.0,0.0,0.0,0.0,0.0,0.06612364445965689
"TSFG, LLC",0.0,0.2903420689848549,0.7096579310151452,0.0,0.0,0.0,0.0,0.0,0.0443881484086358
Te Ahumairangi Investment Management Ltd,0.5470709195003142,0.0,0.45292908049968583,0.0,0.0,0.0,0.0,0.0,0.023009916027927575
Thrivent Financial for Lutherans,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0488374254290465
Tower View Investment Management & Research LLC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027101929378025417
Treasurer of the State of North Carolina,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0488374254290465
Triple Frond Partners LLC,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10968108907201606
"Ulland Investment Advisors, LLC",0.0,0.00032478630778298164,0.999675213692217,0.0,0.0,0.0,0.0,0.0,-0.10509052869122859
VALICENTI ADVISORY SERVICES INC,0.30932956352885926,0.2861974256606504,0.4044730108104904,0.0,0.0,0.0,0.0,0.0,0.0458712407487727
VALLEY NATIONAL ADVISERS INC,0.3896931295505768,0.0,0.6103068704494232,0.0,0.0,0.0,0.0,0.0,0.06612364445965689
VAUGHAN DAVID INVESTMENTS LLC/IL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0488374254290465
Vestcor Inc,0.4956695898007345,0.0,0.5043304101992656,0.0,0.0,0.0,0.0,0.0,0.06612364445965689
"Vigilant Capital Management, LLC",0.3786884101114675,0.20897072574767311,0.41234086414085946,0.0,0.0,0.0,0.0,0.0,0.0458712407487727
"Violich Capital Management, Inc.",0.5266089571756656,0.0,0.4733910428243345,0.0,0.0,0.0,0.0,0.0,0.06612364445965689
"Vishria Bird Financial Group, LLC",0.3080320469846347,0.20140147515899748,0.4905664778563678,0.0,0.0,0.0,0.0,0.0,0.0458712407487727
WADE G W & INC,0.3800093669501961,0.0,0.619990633049804,0.0,0.0,0.0,0.0,0.0,0.06612364445965689
WEDBUSH SECURITIES INC,0.23440997240304187,0.16393703275332291,0.6016529948436353,0.0,0.0,0.0,0.0,0.0,0.0458712407487727
WESTWOOD MANAGEMENT CORP /IL/,0.6517635481522461,0.3482364518477539,0.0,0.0,0.0,0.0,0.0,0.0,0.027101929378025417
WFA Asset Management Corp,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.06932869421931306
"Wallington Asset Management, LLC",0.5680077860917254,0.0,0.4319922139082746,0.0,0.0,0.0,0.0,0.0,0.06612364445965689
"Wayfinding Financial, LLC",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07624050221195786
"Werlinich Asset Management, LLC",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.439079190796338e-05
Wesleyan Assurance Society,0.6088188282968793,0.0,0.3911811717031208,0.0,0.0,0.0,0.0,0.0,0.06612364445965689
"Westbourne Investment Advisors, Inc.",0.3486882640612983,0.0,0.42332174159061486,0.0,0.0,0.22798999434808678,0.0,0.0,-0.029697714842586154
"Whetstone Capital Advisors, LLC",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005366433327004331
ZEVIN ASSET MANAGEMENT LLC,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005366433327004331
